,channelGrouping,date,fullVisitorId,visitId,visitNumber,visitStartTime,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,geoNetwork.city,geoNetwork.continent,geoNetwork.country,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.region,geoNetwork.subContinent,totals.hits,totals.newVisits,totals.pageviews,totals.sessionQualityDim,totals.timeOnSite,totals.totalTransactionRevenue,totals.transactionRevenue,totals.transactions,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
11984,5,2017-04-13,6060508924396042346,1492094977,2,1492094977,0,0,False,1,3,0,0,3,222,2,0,13,0.0,13,0.0,373.0,45190000,39190000,1,0,0,0,0,0.0,0,0,0.0,1,1,3,1,6
11985,2,2016-10-12,3263865751595893429,1476294671,2,1476294671,0,0,False,1,3,0,0,3,20,2,0,29,0.0,27,0.0,1076.0,53990000,49990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11986,0,2016-10-12,1081973235804015948,1476299423,1,1476299423,0,0,False,0,8,0,0,2,0,1,0,20,1.0,18,0.0,606.0,52790000,44790000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
11987,0,2016-10-12,5575489198519963160,1476319841,9,1476319841,0,0,False,0,4,0,0,4,11,3,0,23,0.0,23,0.0,2161.0,52990000,49990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11988,0,2016-10-12,534455027035361433,1476255835,1,1476255835,0,0,False,1,3,0,0,3,727,2,0,31,1.0,27,0.0,786.0,44990000,39990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
11989,2,2016-10-12,6475001167263353107,1476272304,1,1476272304,1,1,True,2,0,0,0,0,0,0,0,38,1.0,27,0.0,1881.0,8990000,3990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11990,0,2016-10-12,4214259466202417480,1476308149,4,1476308149,2,0,False,1,3,0,0,3,6,2,0,9,0.0,8,0.0,759.0,11990000,10990000,1,0,0,0,0,0.0,0,0,0.0,0,38,0,0,30
11991,5,2016-10-12,6403591784434905219,1476292926,3,1476292926,0,0,False,1,19,1,4,12,30,20,3,9,0.0,8,0.0,203.0,38990000,33990000,1,0,0,0,0,0.0,0,0,0.0,0,1,3,1,8
11992,0,2016-10-12,4297151124311422842,1476275940,10,1476275940,0,0,False,1,3,0,0,3,2,2,0,11,0.0,9,0.0,202.0,82990000,76990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11993,2,2016-10-12,1063651652107093288,1476302421,53,1476302421,0,0,False,1,3,0,0,3,20,2,0,13,0.0,11,0.0,229.0,38990000,31990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11994,0,2016-10-12,5310912563447452038,1476302884,15,1476302884,0,0,False,4,2,0,0,2,0,1,0,13,0.0,13,0.0,187.0,378650000,372650000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11995,1,2016-10-12,5308677468260522097,1476279158,4,1476279158,0,0,False,0,3,0,0,3,0,2,0,13,0.0,10,0.0,139.0,145400000,143400000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
11996,0,2016-10-12,4818479610455261172,1476297247,2,1476297247,0,1,True,5,17,0,0,11,0,1,0,14,0.0,12,0.0,352.0,104990000,99990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
11997,1,2016-10-12,5556519873090300831,1476308355,3,1476308355,0,0,False,0,1,0,0,1,0,1,0,19,0.0,16,0.0,586.0,63580000,61580000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
11998,0,2016-10-12,582369017403340851,1476292026,2,1476292026,1,2,True,2,3,0,0,3,3,2,0,19,0.0,13,0.0,479.0,120960000,111960000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
11999,1,2016-10-12,550660948694018203,1476293537,2,1476293537,0,0,False,0,3,0,0,3,4,2,0,21,0.0,17,0.0,1946.0,55370000,46370000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12000,1,2016-10-12,1295521698300236570,1476308954,2,1476308954,0,0,False,0,4,0,0,4,0,3,0,21,0.0,18,0.0,283.0,25590000,17590000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12001,0,2016-10-12,6659787227990413375,1476293233,1,1476293233,0,0,False,1,7,0,0,1,59,1,0,21,1.0,17,0.0,899.0,17990000,16990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12002,1,2016-10-12,2906498737565159529,1476275491,3,1476275491,0,0,False,0,136,2,16,12,0,76,5,22,0.0,16,0.0,1883.0,67600000,63600000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12003,2,2016-10-12,9436659411047882708,1476284178,1,1476284178,0,0,False,0,0,0,0,0,6,0,0,23,1.0,19,0.0,438.0,112980000,111980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12004,0,2016-10-12,3349184055011438156,1476309419,6,1476309419,0,0,False,0,0,0,0,0,0,0,0,25,0.0,23,0.0,1582.0,97990000,95990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12005,0,2016-10-12,7651960630185038876,1476313435,2,1476313435,1,2,True,2,3,0,0,3,0,2,0,26,0.0,18,0.0,613.0,60990000,55990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12006,1,2016-10-12,5100328694524368177,1476292849,3,1476292849,0,0,False,0,24,0,0,14,0,14,0,28,0.0,23,0.0,524.0,268550000,260550000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12007,2,2016-10-12,9396277966684928974,1476286635,2,1476286635,0,0,False,1,7,0,0,1,87,1,0,32,0.0,26,0.0,897.0,23990000,18990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12008,0,2016-10-12,2821795422917139717,1476284747,1,1476284747,1,0,False,0,137,0,0,48,479,0,0,36,1.0,28,0.0,1150.0,22950000,16950000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12009,1,2016-10-12,7756944371260493270,1476319199,4,1476319199,0,0,False,0,2,0,0,2,3,1,0,38,0.0,33,0.0,1103.0,129000000,120000000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12010,2,2016-10-12,2402527199731150932,1476305273,3,1476305273,0,0,False,3,4,0,0,4,728,3,0,40,0.0,26,0.0,1090.0,87990000,79990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12011,1,2016-10-12,8969339210638367422,1476322299,1,1476322299,0,0,False,0,2,0,0,2,0,1,0,46,1.0,32,0.0,868.0,82440000,76440000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12012,2,2016-10-12,1814166460229302850,1476320021,1,1476320021,0,0,False,3,3,0,0,3,29,2,0,47,1.0,37,0.0,1193.0,108750000,106750000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12013,2,2016-10-12,4984366501121503466,1476315206,1,1476315206,0,0,False,3,3,0,0,3,4,2,0,47,1.0,39,0.0,4066.0,540750000,536750000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12014,1,2016-10-12,5907509432464286775,1476316888,1,1476316888,0,0,False,0,3,0,0,3,5,2,0,49,1.0,34,0.0,2991.0,101970000,99970000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12015,1,2016-10-12,894441452857839509,1476283192,12,1476283192,0,0,False,0,3,0,0,3,0,2,0,49,0.0,37,0.0,1001.0,386430000,383430000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12016,1,2016-10-12,9592404849906839377,1476302834,2,1476302834,0,0,False,0,0,0,0,0,0,0,0,54,0.0,44,0.0,1194.0,47770000,38770000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12017,2,2016-10-12,9089132392240687728,1476320818,1,1476320818,1,0,False,0,3,0,0,3,0,2,0,83,1.0,69,0.0,1849.0,768250000,761250000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12018,0,2016-10-12,4502934247228309817,1476291664,2,1476291664,0,0,False,0,6,0,0,2,155,1,0,99,0.0,75,0.0,3007.0,53470000,52470000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12019,0,2016-10-12,1425777837250515591,1476286322,1,1476286322,0,0,False,0,3,0,0,3,2,2,0,101,1.0,86,0.0,1279.0,152380000,149380000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12020,2,2016-10-12,2937923833297072633,1476316960,3,1476316960,0,0,False,3,65,0,0,31,0,38,0,126,0.0,87,0.0,2045.0,447750000,440750000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12021,1,2016-10-12,3725624217662114621,1476313377,2,1476313377,0,0,False,1,3,0,0,3,4,2,0,153,0.0,105,0.0,2713.0,46980000,44980000,1,0,0,0,0,0.0,0,0,0.0,1,1,3,25,5
12022,0,2017-03-14,7328092280392160838,1489477049,4,1489477049,1,1,True,2,35,0,0,19,0,7,0,9,0.0,9,0.0,156.0,23990000,18990000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12023,1,2017-03-14,3041137106242705220,1489529549,3,1489529549,0,0,False,1,2,0,0,2,0,1,0,13,0.0,12,0.0,176.0,20990000,15990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12024,1,2017-03-14,5107268531954786591,1489553537,3,1489553537,0,0,False,3,2,0,0,2,4,1,0,15,0.0,15,0.0,809.0,44990000,41990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12025,0,2017-03-14,7652124468815517106,1489526631,1,1489526631,0,0,False,0,3,0,0,3,729,2,0,16,1.0,13,0.0,373.0,245860000,237860000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12026,0,2017-03-14,2127438408373285198,1489487937,2,1489487937,1,0,False,0,0,0,0,0,6,0,0,17,0.0,15,0.0,466.0,132980000,125980000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,13
12027,0,2017-03-14,290663072707523580,1489520971,12,1489520971,3,0,False,0,4,0,0,4,39,3,0,17,0.0,15,0.0,262.0,81850000,74850000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12028,0,2017-03-14,4051356306352109887,1489501587,2,1489501587,0,0,False,0,3,0,0,3,730,2,0,17,0.0,15,0.0,243.0,29990000,24990000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12029,2,2017-03-14,4386291735542740499,1489510492,1,1489510492,0,0,False,0,2,0,0,2,0,1,0,17,1.0,15,0.0,843.0,487700000,479700000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12030,0,2017-03-14,6919310682813497265,1489510122,1,1489510122,0,1,True,5,7,0,0,1,0,1,0,18,1.0,16,0.0,428.0,17990000,9990000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12031,1,2017-03-14,3729387598281240074,1489527195,1,1489527195,0,0,False,0,11,0,0,2,0,1,0,19,1.0,15,0.0,399.0,71480000,69480000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12032,2,2017-03-14,419161784882208907,1489520913,14,1489520913,0,0,False,3,7,0,0,1,0,1,0,21,0.0,17,0.0,616.0,181970000,178970000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12033,0,2017-03-14,3545737526614462587,1489484836,1,1489484836,1,1,True,2,35,0,0,19,4,7,0,21,1.0,21,0.0,1315.0,10980000,8980000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12034,0,2017-03-14,8142635325699708577,1489523809,1,1489523809,0,1,True,5,3,0,0,3,6,2,0,23,1.0,20,0.0,497.0,229970000,224970000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12035,2,2017-03-14,5376789348329922764,1489531625,1,1489531625,0,0,False,0,0,0,0,0,6,0,0,23,1.0,21,0.0,513.0,23990000,15990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12036,1,2017-03-14,939859150591422942,1489521188,2,1489521188,0,0,False,0,3,0,0,3,20,2,0,25,0.0,21,0.0,388.0,140170000,131170000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12037,1,2017-03-14,7202541639275781517,1489529610,1,1489529610,0,0,False,1,2,0,0,2,0,1,0,26,1.0,25,0.0,2205.0,22190000,15190000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12038,2,2017-03-14,2402527199731150932,1489482702,20,1489482702,0,0,False,3,4,0,0,4,535,3,0,26,0.0,20,0.0,702.0,95400000,89400000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12039,1,2017-03-14,9657742098396819155,1489533567,1,1489533567,0,0,False,3,18,0,0,7,0,6,0,28,1.0,22,0.0,770.0,23190000,19190000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12040,0,2017-03-14,8273781557413173066,1489532109,1,1489532109,0,0,False,1,3,0,0,3,17,2,0,31,1.0,27,0.0,568.0,23980000,22980000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12041,0,2017-03-14,3061506083618689594,1489519145,1,1489519145,0,0,False,0,3,0,0,3,6,2,0,32,1.0,15,0.0,348.0,17990000,10990000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12042,1,2017-03-14,3628984853054173022,1489519715,3,1489519715,0,0,False,0,2,0,0,2,0,1,0,34,0.0,29,0.0,1670.0,77970000,75970000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12043,1,2017-03-14,542454857691775401,1489538917,1,1489538917,0,0,False,0,0,0,0,0,0,0,0,37,1.0,31,0.0,871.0,5590000,1590000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12044,0,2017-03-14,6078308498520521159,1489556178,1,1489556178,0,0,False,1,7,0,0,1,0,1,0,39,1.0,34,0.0,543.0,199950000,191950000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12045,1,2017-03-14,1639589047263376521,1489479082,22,1489479082,0,0,False,0,3,0,0,3,0,2,0,40,0.0,36,0.0,1055.0,24990000,19990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12046,0,2017-03-14,7970246388355187791,1489515111,3,1489515111,0,0,False,1,3,0,0,3,731,2,0,40,0.0,34,0.0,716.0,38000000,35000000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12047,0,2017-03-14,3763415452749528212,1489560203,1,1489560203,0,0,False,0,11,0,0,2,4,1,0,42,1.0,35,0.0,632.0,124150000,119150000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12048,0,2017-03-14,7131571032267158042,1489557262,2,1489557262,0,0,False,1,3,0,0,3,533,2,0,46,0.0,39,0.0,1577.0,121900000,117900000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12049,0,2017-03-14,7428770824061226835,1489521295,2,1489521295,0,0,False,1,0,0,0,0,2,0,0,47,0.0,37,0.0,1415.0,85080000,76080000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12050,1,2017-03-14,238046754537073811,1489557636,5,1489557636,0,0,False,3,19,1,36,12,0,10,1,53,0.0,44,0.0,1490.0,41380000,19190000,2,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12051,1,2017-03-14,6481826553223579425,1489515144,5,1489515144,0,0,False,0,0,0,0,0,0,0,0,57,0.0,45,0.0,799.0,236990000,228990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12052,0,2017-03-14,6957245643416321514,1489503889,1,1489503889,5,0,False,1,3,0,0,3,0,2,0,179,1.0,132,0.0,12136.0,96950000,92950000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12053,5,2017-03-14,9349161317881541522,1489556428,4,1489556428,3,0,False,1,3,1,26,3,199,2,1,205,0.0,179,0.0,4195.0,901710000,125950000,8,0,0,0,0,0.0,0,0,0.0,0,1,3,1,6
12054,2,2016-09-23,8461110695299432015,1474684626,2,1474684626,0,0,False,1,3,0,0,3,4,2,0,6,0.0,6,0.0,230.0,85410000,76410000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12055,2,2016-09-23,2479607063956536867,1474666115,3,1474666115,1,1,True,2,7,0,0,1,17,1,0,9,0.0,8,0.0,470.0,106990000,99990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12056,3,2016-09-23,9946129061582785641,1474654097,1,1474654097,0,0,False,3,3,0,0,3,0,2,0,12,1.0,12,0.0,339.0,197360000,193360000,1,0,1,411,1,1.0,1,0,0.0,1,1,1,0,1
12057,1,2016-09-23,274928241784014996,1474666996,3,1474666996,0,0,False,1,24,0,0,14,4,14,0,12,0.0,10,0.0,336.0,110980000,104980000,1,0,0,0,0,0.0,0,0,0.0,0,1,3,61,5
12058,2,2016-09-23,2994511687667286393,1474651959,1,1474651959,0,0,False,4,12,0,0,7,0,6,0,13,1.0,11,0.0,1139.0,39990000,31990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12059,1,2016-09-23,3510875944758249894,1474667094,5,1474667094,0,0,False,0,3,0,0,3,0,2,0,16,0.0,14,0.0,230.0,49790000,44790000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12060,1,2016-09-23,6289042057007415577,1474670101,3,1474670101,0,0,False,0,12,0,0,7,0,6,0,18,0.0,17,0.0,309.0,132850000,131850000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12061,0,2016-09-23,9060420634893565665,1474649801,1,1474649801,0,0,False,1,3,0,0,3,0,2,0,24,1.0,21,0.0,713.0,20990000,18990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12062,3,2016-09-23,8874112180613492512,1474660429,3,1474660429,0,0,False,0,3,0,0,3,16,2,0,24,0.0,21,0.0,1464.0,25990000,16990000,1,0,1,412,1,1.0,1,0,0.0,1,1,1,0,1
12063,0,2016-09-23,1924994271392732198,1474649077,2,1474649077,0,1,True,5,3,0,0,3,0,2,0,26,0.0,20,0.0,2554.0,41980000,38980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12064,0,2016-09-23,9188719261493987540,1474664379,2,1474664379,0,1,True,5,6,0,0,2,327,1,0,26,0.0,21,0.0,653.0,33000000,25000000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12065,4,2016-09-23,7758762749403908429,1474642892,1,1474642892,0,0,False,0,0,0,0,0,0,0,0,27,1.0,23,0.0,835.0,51980000,47980000,1,0,0,0,0,0.0,0,0,0.0,1,1,4,0,3
12066,0,2016-09-23,363134569444706133,1474671217,1,1474671217,0,1,True,2,3,0,0,3,33,2,0,28,1.0,23,0.0,599.0,60940000,59940000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12067,1,2016-09-23,3244918821752957507,1474657463,3,1474657463,0,0,False,0,3,0,0,3,0,2,0,39,0.0,28,0.0,585.0,201000000,200000000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12068,0,2016-09-23,9269711109739542805,1474678366,1,1474678366,0,0,False,1,3,0,0,3,16,2,0,40,1.0,32,0.0,955.0,24990000,19990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12069,1,2016-09-23,7612168453953047528,1474655012,1,1474655012,0,0,False,0,3,0,0,3,5,2,0,41,1.0,34,0.0,709.0,58980000,57980000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12070,1,2016-09-23,5229687439187870307,1474650524,5,1474650524,0,0,False,0,0,0,0,0,0,0,0,55,0.0,38,0.0,547.0,91130000,87130000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12071,1,2016-09-23,1911795501373926670,1474618244,4,1474618244,0,0,False,3,3,0,0,3,124,2,0,61,0.0,46,0.0,2092.0,119320000,110320000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12072,0,2016-09-23,3745235510476346702,1474622325,3,1474622325,0,0,False,1,3,0,0,3,732,2,0,64,0.0,44,0.0,623.0,11970000,10970000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12073,0,2016-09-23,8049773876871004000,1474683763,11,1474683763,0,0,False,3,62,0,0,30,2,36,0,69,0.0,50,0.0,2648.0,31480000,28480000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12074,0,2016-09-23,5292537032296989599,1474669500,1,1474669500,0,0,False,1,3,0,0,3,82,2,0,72,1.0,52,0.0,2281.0,54000000,45000000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12075,1,2016-09-23,5912152563864160997,1474656631,6,1474656631,0,0,False,4,12,0,0,7,0,6,0,9,0.0,9,0.0,155.0,226010000,224010000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12076,1,2016-09-23,783696981860862300,1474636652,4,1474636652,0,0,False,0,3,0,0,3,495,2,0,17,0.0,13,0.0,323.0,46780000,40780000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12077,1,2016-09-23,6814041707718755292,1474658860,6,1474658860,0,0,False,0,4,0,0,4,0,3,0,17,0.0,15,0.0,1083.0,239570000,237570000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12078,1,2017-09-04,477035830532535574,1504586245,1,1504586245,0,0,False,0,3,0,0,3,3,2,0,25,1.0,21,70.0,449.0,44980000,39980000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12079,0,2017-09-04,342580600224046500,1504576198,2,1504576198,0,0,False,0,3,0,0,3,0,2,0,34,0.0,32,79.0,900.0,39490000,32490000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12080,1,2017-09-04,200399508180101837,1504581149,2,1504581149,0,0,False,0,3,0,0,3,0,2,0,35,0.0,27,85.0,1282.0,45390000,36390000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12081,1,2017-09-04,4527768909170241180,1504579473,2,1504579473,0,0,False,0,2,0,0,2,4,1,0,39,0.0,31,79.0,1149.0,32960000,23960000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12082,2,2017-09-04,2694084902828987910,1504558314,3,1504558314,0,0,False,0,2,0,0,2,0,1,0,39,0.0,33,74.0,859.0,71390000,65830000,2,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12083,0,2017-09-04,4297382061055611703,1504576044,4,1504576044,0,0,False,0,11,0,0,2,0,1,0,43,0.0,32,84.0,1447.0,76810000,71810000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
12084,0,2017-09-04,7872183806996863004,1504582772,1,1504582772,0,2,True,5,7,0,0,1,0,1,0,52,1.0,37,43.0,1394.0,18990000,16990000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
12085,1,2017-09-04,9527607641750200008,1504568354,2,1504568354,0,0,False,1,2,0,0,2,0,1,0,72,0.0,46,75.0,1446.0,60730000,57730000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12086,3,2017-09-04,4994194859858612024,1504550033,2,1504550033,0,0,False,1,3,0,0,3,6,2,0,21,0.0,21,54.0,1096.0,29690000,24690000,1,0,1,413,1,1.0,1,1,0.0,1,2,2,0,0
12087,3,2017-09-04,5891224083687299161,1504590641,3,1504590641,0,1,True,5,0,0,0,0,17,0,0,33,0.0,30,55.0,875.0,15000000,12000000,1,0,1,414,1,1.0,1,1,0.0,1,2,2,0,0
12088,0,2016-11-21,5953034565631333907,1479713598,1,1479715223,0,0,False,1,3,0,0,3,0,2,0,2,1.0,2,0.0,0.0,28970000,23970000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12089,1,2016-11-21,643723713237461327,1479762964,4,1479762964,0,0,False,0,3,0,0,3,0,2,0,9,0.0,9,0.0,146.0,33370000,30370000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12090,1,2016-11-21,1956307607572137989,1479742819,20,1479742819,0,0,False,1,3,0,0,3,61,2,0,10,0.0,9,0.0,1559.0,1578250000,1573250000,1,0,0,0,0,0.0,0,0,0.0,1,1,3,7,5
12091,1,2016-11-21,5236254855277222606,1479789304,2,1479789304,0,0,False,4,8,0,0,2,0,1,0,10,0.0,10,0.0,259.0,40160000,35160000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12092,1,2016-11-21,740071062904614725,1479765453,2,1479765453,0,0,False,3,11,0,0,2,0,1,0,11,0.0,9,0.0,237.0,120990000,119990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12093,1,2016-11-21,327132720272185354,1479771062,4,1479771062,0,0,False,0,0,0,66,0,733,0,7,12,0.0,10,0.0,183.0,64990000,63990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12094,0,2016-11-21,5308952469141468647,1479775261,3,1479775261,0,0,False,0,3,0,0,3,6,2,0,13,0.0,12,0.0,311.0,6980000,3980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12095,2,2016-11-21,9175759822797346321,1479765262,2,1479765262,1,0,False,0,3,0,0,3,0,2,0,14,0.0,11,0.0,246.0,24990000,16990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12096,0,2016-11-21,168621227564680642,1479788929,2,1479788929,1,0,False,0,3,0,0,3,3,2,0,14,0.0,13,0.0,351.0,13990000,8990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12097,0,2016-11-21,192710626799609960,1479771576,1,1479771576,0,0,False,1,3,0,0,3,0,2,0,16,1.0,14,0.0,308.0,22990000,16990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
12098,1,2016-11-21,5389664508142113724,1479760573,3,1479760573,0,0,False,0,2,0,0,2,0,1,0,16,0.0,14,0.0,207.0,18590000,13590000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12099,1,2016-11-21,4196418886710432062,1479742864,3,1479742864,0,0,False,0,2,0,0,2,51,1,0,16,0.0,14,0.0,241.0,20190000,15190000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12100,1,2016-11-21,165267667365212716,1479751970,1,1479751970,0,0,False,0,3,0,0,3,0,2,0,17,1.0,17,0.0,1278.0,52940000,47940000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12101,1,2016-11-21,2345777682762972130,1479767173,4,1479767173,0,0,False,0,0,0,0,0,0,0,0,20,0.0,17,0.0,356.0,32990000,31990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
12102,0,2016-11-21,3092870845653794561,1479735067,2,1479735067,0,0,False,0,3,0,0,3,4,2,0,21,0.0,17,0.0,182.0,41970000,38970000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12103,2,2016-11-21,3840560758083039332,1479775526,2,1479775526,0,0,False,0,6,0,0,2,0,1,0,22,0.0,22,0.0,1350.0,29190000,27190000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
12104,1,2016-11-21,6731593907536054375,1479751674,1,1479751674,0,0,False,4,27,0,0,16,0,15,0,24,1.0,19,0.0,578.0,45790000,44790000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12105,1,2016-11-21,9531727821358779487,1479767863,1,1479767863,0,0,False,0,6,0,0,2,0,1,0,24,1.0,20,0.0,377.0,20200000,13200000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
12106,1,2016-11-21,824955529524013757,1479756432,3,1479756432,0,0,False,0,2,0,0,2,0,1,0,26,0.0,19,0.0,315.0,22190000,15190000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
